connector,payment_method,payment_method_type,feature,description,hs_endpoint,cypress_test_status,prod_used,latest_prod_timestamp
fiservemea,Card,Credit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
fiservemea,Card,Debit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
fiuu,BankRedirect,OnlineBankingFpx,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,yes,2026-04-21 01:36:42
fiuu,Card,Credit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,yes,2026-04-20 14:33:27
fiuu,Card,Credit,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),covered,no,
fiuu,Card,Debit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,yes,2026-04-20 15:01:55
fiuu,Card,Debit,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),covered,no,
fiuu,RealTimePayment,DuitNow,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,not_covered,yes,2026-04-21 01:00:30
fiuu,Wallet,ApplePay,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,not_covered,yes,2026-04-20 14:43:05
fiuu,Wallet,GooglePay,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,not_covered,yes,2026-04-20 13:45:51
flexiti,PayLater,Klarna,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,no_cypress_config,no,
forte,Card,Credit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
forte,Card,Debit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
getnet,Card,Credit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
gigadat,BankRedirect,Interac,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,yes,2026-04-21 00:05:10
globalpay,BankRedirect,Eps,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,not_covered,no,
globalpay,BankRedirect,Eps,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),not_covered,no,
globalpay,BankRedirect,Giropay,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,not_covered,no,
globalpay,BankRedirect,Giropay,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),not_covered,no,
globalpay,BankRedirect,Ideal,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,not_covered,no,
globalpay,BankRedirect,Ideal,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),not_covered,no,
globalpay,BankRedirect,Sofort,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,not_covered,no,
globalpay,BankRedirect,Sofort,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),not_covered,no,
globalpay,Card,Credit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
globalpay,Card,Credit,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),covered,no,
globalpay,Card,Debit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
globalpay,Card,Debit,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),covered,no,
globalpay,Wallet,GooglePay,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,not_covered,no,
globalpay,Wallet,GooglePay,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),not_covered,no,
globalpay,Wallet,Paypal,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,not_covered,no,
globalpay,Wallet,Paypal,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),not_covered,no,
globepay,Wallet,AliPay,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,no_cypress_config,no,
globepay,Wallet,WeChatPay,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,no_cypress_config,no,
gocardless,BankDebit,Ach,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,no_cypress_config,no,
gocardless,BankDebit,Ach,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),no_cypress_config,no,
gocardless,BankDebit,Becs,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,no_cypress_config,no,
gocardless,BankDebit,Becs,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),no_cypress_config,no,
gocardless,BankDebit,Sepa,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,no_cypress_config,no,
gocardless,BankDebit,Sepa,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),no_cypress_config,no,
helcim,Card,Credit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,no_cypress_config,no,
helcim,Card,Credit,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),no_cypress_config,no,
helcim,Card,Debit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,no_cypress_config,no,
helcim,Card,Debit,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),no_cypress_config,no,
hipay,Card,Credit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
hipay,Card,Debit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
hyperpg,Card,Credit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,no_cypress_config,no,
hyperpg,Card,Credit,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),no_cypress_config,no,
hyperpg,Card,Debit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,no_cypress_config,no,
hyperpg,Card,Debit,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),no_cypress_config,no,
iatapay,BankRedirect,Ideal,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
iatapay,BankRedirect,LocalBankRedirect,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
iatapay,RealTimePayment,DuitNow,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,not_covered,no,
iatapay,RealTimePayment,Fps,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,not_covered,no,
iatapay,RealTimePayment,PromptPay,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,not_covered,no,
iatapay,RealTimePayment,VietQr,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,not_covered,no,
iatapay,Upi,UpiCollect,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
iatapay,Upi,UpiIntent,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
inespay,BankDebit,Sepa,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,no_cypress_config,no,
itaubank,BankTransfer,Pix,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
jpmorgan,Card,Credit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
jpmorgan,Card,Debit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
klarna,PayLater,Klarna,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,no_cypress_config,no,
loonio,BankRedirect,Interac,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,yes,2026-04-21 01:04:46
mifinity,Wallet,Mifinity,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,no_cypress_config,yes,2026-04-20 09:34:50
mollie,BankDebit,Sepa,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,not_covered,no,
mollie,BankRedirect,BancontactCard,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
mollie,BankRedirect,Eps,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
mollie,BankRedirect,Giropay,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
mollie,BankRedirect,Ideal,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
mollie,BankRedirect,Przelewy24,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
mollie,BankRedirect,Sofort,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
mollie,Card,Credit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,yes,2026-03-04 08:31:59
mollie,Card,Credit,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),covered,no,
mollie,Card,Debit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,yes,2026-03-04 09:04:29
mollie,Card,Debit,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),covered,no,
mollie,PayLater,Klarna,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,not_covered,no,
mollie,Wallet,ApplePay,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,not_covered,no,
mollie,Wallet,Paypal,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,not_covered,no,
moneris,Card,Credit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
moneris,Card,Credit,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),covered,no,
moneris,Card,Debit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
moneris,Card,Debit,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),covered,no,
multisafepay,BankRedirect,Eps,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
multisafepay,BankRedirect,Giropay,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
multisafepay,BankRedirect,Ideal,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
multisafepay,BankRedirect,Sofort,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
multisafepay,BankRedirect,Trustly,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
multisafepay,Card,Credit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
multisafepay,Card,Credit,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),covered,no,
multisafepay,Card,Debit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
multisafepay,Card,Debit,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),covered,no,
multisafepay,PayLater,Klarna,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,not_covered,no,
multisafepay,Wallet,AliPay,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,not_covered,no,
multisafepay,Wallet,GooglePay,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,not_covered,no,
multisafepay,Wallet,GooglePay,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),not_covered,no,
multisafepay,Wallet,MbWay,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,not_covered,no,
multisafepay,Wallet,Paypal,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,not_covered,no,
multisafepay,Wallet,WeChatPay,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,not_covered,no,
nexinets,BankRedirect,Eps,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
nexinets,BankRedirect,Giropay,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
nexinets,BankRedirect,Ideal,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
nexinets,BankRedirect,Sofort,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
nexinets,Card,Credit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
nexinets,Card,Credit,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),covered,no,
nexinets,Card,Debit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
nexinets,Card,Debit,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),covered,no,
nexinets,Wallet,ApplePay,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,not_covered,no,
nexinets,Wallet,Paypal,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,not_covered,no,
nexixpay,Card,Credit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,yes,2026-04-20 21:31:13
nexixpay,Card,Credit,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),covered,no,
nexixpay,Card,Debit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,yes,2026-04-20 21:30:56
nexixpay,Card,Debit,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),covered,no,
nmi,Card,Credit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,yes,2026-04-21 00:34:17
nmi,Card,Credit,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),covered,no,
nmi,Card,Debit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,yes,2026-04-20 18:03:51
nmi,Card,Debit,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),covered,no,
nmi,Wallet,ApplePay,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,not_covered,yes,2026-04-20 22:04:34
nmi,Wallet,ApplePay,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),not_covered,no,
nmi,Wallet,GooglePay,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,not_covered,yes,2026-03-31 22:08:04
nmi,Wallet,GooglePay,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),not_covered,no,
noon,Card,Credit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,yes,2026-04-20 23:42:38
noon,Card,Credit,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),covered,yes,2026-04-20 23:42:38
noon,Card,Debit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,yes,2026-04-21 00:50:44
noon,Card,Debit,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),covered,yes,2026-04-21 00:50:44
noon,Wallet,ApplePay,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,not_covered,yes,2026-04-21 01:19:40
noon,Wallet,ApplePay,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),not_covered,yes,2026-04-20 22:44:47
noon,Wallet,GooglePay,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,not_covered,no,
noon,Wallet,GooglePay,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),not_covered,no,
noon,Wallet,Paypal,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,not_covered,no,
novalnet,BankDebit,Sepa,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,not_covered,yes,2026-04-20 19:37:58
novalnet,BankDebit,Sepa,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),not_covered,no,
novalnet,BankDebit,SepaGuarenteedDebit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,not_covered,no,
novalnet,BankDebit,SepaGuarenteedDebit,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),not_covered,no,
novalnet,Card,Credit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,yes,2026-04-21 00:01:54
novalnet,Card,Credit,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),covered,no,
novalnet,Card,Debit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,yes,2026-04-21 01:06:07
novalnet,Card,Debit,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),covered,no,
novalnet,Wallet,ApplePay,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,not_covered,yes,2026-04-21 00:01:56
novalnet,Wallet,ApplePay,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),not_covered,no,
novalnet,Wallet,GooglePay,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,not_covered,yes,2026-04-20 00:00:28
novalnet,Wallet,GooglePay,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),not_covered,no,
novalnet,Wallet,Paypal,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,not_covered,yes,2026-04-21 01:16:53
novalnet,Wallet,Paypal,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),not_covered,no,
nuvei,BankRedirect,Eps,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
nuvei,BankRedirect,Giropay,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
nuvei,BankRedirect,Ideal,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
nuvei,BankRedirect,Sofort,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
nuvei,Card,Credit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,yes,2026-04-20 16:00:22
nuvei,Card,Credit,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),covered,no,
nuvei,Card,Debit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,yes,2026-04-21 00:10:29
nuvei,Card,Debit,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),covered,no,
nuvei,NetworkToken,NetworkToken,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
nuvei,PayLater,AfterpayClearpay,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,not_covered,no,
nuvei,PayLater,Klarna,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,not_covered,no,
nuvei,Wallet,ApplePay,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,not_covered,no,
nuvei,Wallet,ApplePay,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),not_covered,no,
nuvei,Wallet,GooglePay,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,not_covered,no,
nuvei,Wallet,GooglePay,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),not_covered,no,
nuvei,Wallet,Paypal,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,not_covered,no,
opennode,Crypto,CryptoCurrency,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,no_cypress_config,no,
paybox,Card,Credit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
paybox,Card,Credit,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),covered,no,
paybox,Card,Debit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
paybox,Card,Debit,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),covered,no,
payeezy,Card,Credit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,no_cypress_config,no,
payeezy,Card,Credit,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),no_cypress_config,no,
payjustnow,PayLater,Payjustnow,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,no_cypress_config,no,
payjustnowinstore,PayLater,Payjustnow,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,no_cypress_config,no,
payload,BankDebit,Ach,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,not_covered,yes,2026-04-21 00:41:56
payload,BankDebit,Ach,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),not_covered,no,
payload,Card,Credit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,yes,2026-04-16 16:03:21
payload,Card,Credit,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),covered,no,
payload,Card,Debit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,yes,2026-04-20 14:18:05
payload,Card,Debit,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),covered,no,
payme,Card,Credit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,no_cypress_config,no,
payme,Card,Credit,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),no_cypress_config,no,
payme,Card,Debit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,no_cypress_config,no,
payme,Card,Debit,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),no_cypress_config,no,
payme,Wallet,ApplePay,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,no_cypress_config,no,
payme,Wallet,ApplePay,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),no_cypress_config,no,
paypal,BankRedirect,Eps,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
paypal,BankRedirect,Giropay,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
paypal,BankRedirect,Ideal,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
paypal,BankRedirect,Sofort,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
paypal,Card,Credit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,yes,2026-04-21 01:32:54
paypal,Card,Credit,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),covered,no,
paypal,Card,Debit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,yes,2026-04-21 01:38:06
paypal,Card,Debit,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),covered,no,
paypal,Wallet,Paypal,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,not_covered,yes,2026-04-20 05:34:06
paypal,Wallet,Paypal,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),not_covered,yes,2026-04-14 16:59:43
paysafe,BankRedirect,Interac,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,not_covered,no,
paysafe,Card,Credit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
paysafe,Card,Credit,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),covered,no,
paysafe,Card,Debit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
paysafe,Card,Debit,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),covered,no,
paysafe,GiftCard,PaySafeCard,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,not_covered,no,
paysafe,Wallet,ApplePay,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,not_covered,no,
paysafe,Wallet,Skrill,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,not_covered,no,
paystack,BankRedirect,Eft,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,no_cypress_config,no,
paytm,Upi,UpiCollect,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,no_cypress_config,no,
paytm,Upi,UpiIntent,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,no_cypress_config,no,
payu,Card,Credit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
payu,Card,Debit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
payu,Wallet,ApplePay,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,not_covered,no,
payu,Wallet,GooglePay,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,not_covered,no,
peachpayments,Card,Credit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,yes,2026-04-08 09:39:27
peachpayments,Card,Debit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,yes,2026-04-02 08:50:31
peachpayments,NetworkToken,NetworkToken,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
phonepe,Upi,UpiCollect,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,no_cypress_config,no,
phonepe,Upi,UpiIntent,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,no_cypress_config,no,
placetopay,Card,Credit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,no_cypress_config,no,
placetopay,Card,Debit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,no_cypress_config,no,
plaid,OpenBanking,OpenBankingPIS,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,no_cypress_config,no,
powertranz,Card,Credit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
powertranz,Card,Debit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,no,
prophetpay,CardRedirect,CardRedirect,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,no_cypress_config,no,
rapyd,Card,Credit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,no_cypress_config,no,
rapyd,Card,Debit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,no_cypress_config,no,
rapyd,Wallet,ApplePay,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,no_cypress_config,no,
rapyd,Wallet,GooglePay,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,no_cypress_config,no,
razorpay,Upi,UpiCollect,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,no_cypress_config,no,
redsys,Card,Credit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,yes,2026-04-20 20:43:17
redsys,Card,Debit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,covered,yes,2026-04-20 18:32:39
revolv3,Card,Credit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,no_cypress_config,no,
revolv3,Card,Credit,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),no_cypress_config,no,
revolv3,Card,Debit,Payment,Base payment authorization for this connector + PM + PMT combination,POST /payments,no_cypress_config,no,
revolv3,Card,Debit,Mandate,Recurring/stored credential mandate setup for this connector + PM + PMT combination,POST /payments (setup_future_usage+mandate_data),no_cypress_config,no,
